a,b,c,d,e,f,g,h,i,j,k
1.807673,2.180128,0.160893,0.118876,0.216259,-0.490395,-0.280620,0.900911,0.000000,1.000000,0.000000
-0.004468,-0.002964,0.631173,0.320206,0.216259,-1.635656,0.076359,0.661086,0.000000,0.000000,0.000000
-0.109216,-0.898032,0.004133,-0.239590,0.216259,-0.490395,0.076359,-0.777860,0.000000,1.000000,0.000000
-0.601531,-1.236411,0.317653,0.295654,0.216259,1.800128,0.611827,-0.538035,0.000000,1.000000,0.000000
1.242034,1.110413,-0.622907,1.032228,-0.632632,0.654866,1.504273,-0.538035,0.000000,1.000000,0.000000
-0.591056,-0.908947,0.160893,0.467521,1.065151,-0.490395,0.254848,0.661086,0.000000,1.000000,0.000000
0.215503,-0.341343,0.160893,0.163070,-1.481523,-0.490395,0.790316,-1.257508,0.000000,1.000000,0.000000
-0.046367,0.193514,-0.466147,-0.642251,1.065151,0.654866,-0.637598,-0.298211,0.000000,0.000000,0.000000
1.105861,-0.057541,-2.504028,-0.013707,-0.632632,-0.490395,-0.102130,0.181438,1.000000,0.000000,0.000000
0.173604,-0.646976,0.004133,-0.215038,-0.632632,0.654866,-0.459109,0.421262,1.000000,0.000000,0.000000
-0.381560,-0.123034,0.474413,-0.951612,-1.481523,0.654866,-1.351555,0.421262,0.000000,0.000000,0.000000
0.990639,1.405130,0.631173,1.336679,1.065151,0.654866,0.968805,1.380559,0.000000,1.000000,0.000000
-0.182539,-0.712469,0.631173,0.094323,-0.632632,1.800128,0.254848,-0.298211,0.000000,1.000000,0.000000
-1.732810,-2.426196,0.631173,-0.760103,-0.632632,-0.490395,-0.102130,-1.737157,0.000000,1.000000,0.000000
-0.004468,-0.002964,-1.876988,-1.030180,0.216259,-1.635656,-0.994577,-0.538035,1.000000,0.000000,2.000000
0.351676,-0.505075,0.004133,-0.239590,-0.632632,-0.490395,0.076359,-0.777860,0.000000,1.000000,0.000000
0.917315,0.706541,-2.504028,0.320206,-0.632632,-1.635656,0.076359,0.661086,1.000000,0.000000,0.000000
0.278352,-0.505075,0.160893,-0.868134,-0.632632,-1.635656,-0.459109,-1.257508,0.000000,0.000000,1.000000
1.367731,0.881188,-1.563468,0.467521,-0.632632,-0.490395,0.254848,0.661086,1.000000,1.000000,0.000000
2.163816,1.361468,0.474413,-0.323069,0.216259,0.654866,-0.816087,0.900911,0.000000,1.000000,0.000000
-0.004468,-0.002964,0.631173,-0.161022,0.216259,0.654866,-0.280620,0.181438,0.000000,1.000000,0.000000
0.068856,0.073444,0.004133,-1.236421,-0.632632,0.654866,-0.905332,-1.257508,0.000000,1.000000,0.000000
-0.025417,-0.537822,0.474413,1.258111,-0.632632,0.654866,1.325784,0.421262,0.000000,1.000000,0.000000
-0.004468,-0.002964,0.474413,0.600104,-0.632632,0.654866,0.076359,1.380559,0.000000,1.000000,0.000000
-1.114796,-1.585706,-0.152627,-1.742202,-0.632632,-2.780917,-0.726843,-2.936279,1.000000,1.000000,0.000000
1.587702,1.983649,-2.033748,-0.151201,-2.330415,-0.490395,0.522582,-1.497333,1.000000,1.000000,0.000000
-0.454884,-0.308597,0.317653,-0.269053,0.216259,0.654866,-0.637598,0.661086,1.000000,0.000000,0.000000
-0.088266,-0.002964,0.160893,-1.339541,-0.632632,1.800128,-0.691145,-1.976982,0.000000,1.000000,0.000000
-0.706279,-1.149087,0.631173,-0.180664,-0.632632,-0.490395,-0.191375,-0.058387,0.000000,1.000000,0.000000
-0.727229,-1.181834,0.474413,1.685324,1.065151,0.654866,1.504273,1.140735,0.000000,1.000000,0.000000
-0.538682,-0.275851,0.160893,0.374222,0.216259,0.654866,0.254848,0.421262,0.000000,1.000000,0.000000
-0.507258,0.455485,0.474413,-0.367263,-0.632632,0.654866,-0.191375,-0.538035,0.000000,1.000000,0.000000
-0.779603,-0.461413,-1.406708,-1.118569,-1.481523,-0.490395,-1.440800,0.181438,0.000000,0.000000,0.000000
-0.517733,-0.581483,0.160893,1.498725,1.914042,0.654866,1.504273,0.661086,0.000000,1.000000,0.000000
-1.093847,-1.181834,0.004133,-0.676624,0.216259,-0.490395,-0.905332,0.181438,0.000000,1.000000,0.000000
-0.004468,-0.002964,0.317653,2.033969,1.914042,1.800128,2.039741,0.900911,0.000000,1.000000,0.000000
-1.481414,-0.002964,0.474413,-0.583325,-0.632632,0.654866,-0.905332,0.421262,0.000000,1.000000,0.000000
-0.004468,-0.002964,0.474413,0.482253,0.216259,0.654866,0.611827,-0.058387,0.000000,1.000000,0.000000
1.053487,1.416046,0.631173,0.472432,-0.632632,-2.780917,-0.191375,1.620384,0.000000,0.000000,0.000000
0.131705,-0.559653,0.160893,-2.434582,-2.330415,-2.780917,-2.244002,-1.497333,0.000000,1.000000,1.000000
1.503904,0.597386,0.004133,-1.256063,-2.330415,0.654866,-0.816087,-1.497333,0.000000,1.000000,2.000000
0.142180,-0.526906,0.317653,-0.735550,0.216259,0.654866,-0.637598,-0.538035,0.000000,1.000000,0.000000
0.267877,-0.002964,0.474413,1.297395,1.914042,0.654866,1.147295,0.900911,0.000000,0.000000,0.000000
-0.182539,-0.079372,-0.152627,-0.013707,-0.632632,-0.490395,-0.102130,0.181438,0.000000,1.000000,0.000000
-0.067316,-0.483244,0.317653,-1.152942,-1.481523,-0.490395,-1.708534,0.661086,0.000000,1.000000,0.000000
-1.271918,-1.389227,0.317653,-0.519488,-0.632632,0.654866,0.076359,-1.497333,0.000000,1.000000,0.000000
0.320251,0.586471,0.474413,0.614836,1.065151,-0.490395,0.433337,0.661086,0.000000,0.000000,0.000000
-0.203489,-0.002964,0.631173,-0.136470,-1.481523,0.654866,-0.816087,1.380559,0.000000,0.000000,0.000000
1.200135,0.368161,0.474413,0.374222,0.216259,0.654866,0.254848,0.421262,0.000000,1.000000,0.000000
-0.392035,-0.821624,0.631173,-0.563683,-0.632632,0.654866,-0.994577,0.661086,0.000000,1.000000,0.000000
0.299302,0.466401,0.474413,-1.295347,-0.632632,0.654866,-0.637598,-1.976982,0.000000,1.000000,0.000000
-1.774709,-0.002964,-2.974308,-1.231510,0.216259,-1.635656,-1.351555,-0.298211,1.000000,1.000000,2.000000
0.686869,0.062529,0.787933,0.025577,0.216259,0.654866,-0.280620,0.661086,0.000000,0.000000,0.000000
1.043013,0.837526,0.474413,1.739339,1.914042,-0.490395,1.682762,0.900911,0.000000,1.000000,0.000000
-0.234913,-0.887116,0.004133,0.521537,1.065151,0.654866,0.433337,0.421262,0.000000,1.000000,1.000000
-0.968149,-0.002964,0.004133,-1.084195,-0.632632,0.654866,-1.173066,-0.298211,0.000000,0.000000,0.000000
-1.104322,-1.574790,-0.152627,-0.814118,1.065151,-0.490395,-0.280620,-1.497333,1.000000,0.000000,0.000000
-0.350136,-0.777962,0.317653,1.164811,1.914042,1.800128,1.325784,0.181438,0.000000,1.000000,0.000000
-0.004468,-0.002964,0.631173,-0.656982,1.914042,-1.635656,-0.994577,0.421262,0.000000,0.000000,1.000000
0.906840,1.241398,0.160893,1.125527,-0.632632,0.654866,1.504273,-0.298211,0.000000,1.000000,0.000000
-0.601531,-0.865285,0.631173,-0.293606,0.216259,0.654866,-0.102130,-0.538035,0.000000,1.000000,1.000000
-0.255863,-0.090288,0.004133,-0.642251,1.065151,-1.635656,-0.637598,-0.298211,0.000000,1.000000,1.000000
0.655445,0.739287,0.004133,1.429978,1.914042,-1.635656,0.968805,1.620384,0.000000,1.000000,0.000000
-0.004468,-0.002964,-0.152627,-0.976164,-2.330415,1.800128,-0.816087,-0.777860,0.000000,1.000000,0.000000
-0.978624,-0.308597,-0.622907,0.246549,-0.632632,0.654866,-0.012886,0.661086,0.000000,0.000000,0.000000
-0.004468,-0.002964,-1.093187,-0.637340,-0.632632,-1.635656,0.611827,-2.936279,1.000000,1.000000,0.000000
-0.433934,-1.105425,0.474413,-1.118569,-0.632632,0.654866,-1.440800,0.181438,0.000000,0.000000,0.000000
-1.722335,-0.002964,0.631173,0.133607,0.216259,0.654866,0.076359,0.181438,0.000000,0.000000,0.000000
-0.203489,-1.301904,-0.309387,-0.715908,0.216259,0.654866,-0.726843,-0.298211,0.000000,1.000000,0.000000
-0.329186,-1.050848,0.631173,0.496984,0.216259,0.654866,0.968805,-0.777860,0.000000,1.000000,0.000000
1.441055,1.328722,0.474413,-0.170843,-0.632632,-0.490395,0.611827,-1.737157,0.000000,1.000000,0.000000
-0.004468,-0.002964,-0.309387,-0.563683,0.216259,-0.490395,-0.994577,0.661086,1.000000,0.000000,0.000000
-0.748178,-1.214580,-0.466147,-0.750282,-1.481523,0.654866,-0.994577,0.181438,0.000000,1.000000,0.000000
-0.130165,-0.385005,0.004133,0.506805,-0.632632,0.654866,0.076359,1.140735,0.000000,1.000000,0.000000
1.734349,1.732594,0.317653,-0.706087,-0.632632,0.654866,0.076359,-1.976982,0.000000,0.000000,0.000000
0.477373,0.433654,-0.936427,-0.146291,-0.632632,-1.635656,0.076359,-0.538035,0.000000,0.000000,0.000000
-0.821502,-0.985355,0.317653,0.148339,1.065151,-0.490395,0.433337,-0.538035,0.000000,1.000000,0.000000
-0.381560,0.215345,0.004133,-0.455652,-1.481523,0.654866,-0.637598,0.181438,0.000000,1.000000,0.000000
1.105861,0.870273,0.631173,0.133607,0.216259,0.654866,0.076359,0.181438,0.000000,0.000000,0.000000
0.927790,0.630132,0.317653,-3.210440,-2.330415,-0.490395,-2.957959,-1.976982,0.000000,1.000000,2.000000
0.131705,0.291753,0.631173,0.521537,-0.632632,0.654866,0.433337,0.421262,0.000000,1.000000,0.000000
0.917315,0.553724,-0.152627,0.388953,0.216259,-0.490395,0.611827,-0.298211,0.000000,1.000000,1.000000
1.126811,1.088582,0.474413,1.871923,1.914042,-0.490395,1.504273,1.620384,0.000000,1.000000,0.000000
2.132392,0.149852,0.317653,0.428237,1.065151,-0.490395,0.433337,0.181438,1.000000,1.000000,0.000000
2.080018,2.125550,-0.622907,0.482253,-1.481523,0.654866,0.611827,-0.058387,0.000000,0.000000,0.000000
1.462005,1.132244,-0.152627,1.405426,0.216259,0.654866,1.504273,0.421262,0.000000,1.000000,0.000000
-0.507258,-0.177611,0.631173,1.700055,1.065151,1.800128,1.861252,0.421262,0.000000,1.000000,0.000000
-0.004468,-0.002964,-2.033748,-1.030180,-1.481523,1.800128,-0.994577,-0.538035,0.000000,1.000000,0.000000
0.718294,0.215345,0.160893,0.025577,1.065151,-1.635656,-0.280620,0.661086,0.000000,1.000000,2.000000
-1.879457,-1.225496,0.474413,0.118876,-0.632632,-0.490395,-0.280620,0.900911,0.000000,1.000000,0.000000
1.095387,0.815695,-0.152627,-0.028439,0.216259,0.654866,-0.459109,0.900911,0.000000,1.000000,1.000000
-0.004468,-0.002964,-2.347268,1.670592,0.216259,-0.490395,1.147295,1.860208,0.000000,1.000000,0.000000
1.095387,0.979427,0.631173,0.737598,0.216259,0.654866,1.147295,-0.538035,0.000000,1.000000,0.000000
0.205029,-0.002964,-0.152627,-0.386905,-0.632632,-0.490395,-0.102130,-0.777860,1.000000,0.000000,0.000000
-0.025417,-0.199442,0.317653,-0.347621,0.216259,-1.635656,-0.280620,-0.298211,0.000000,1.000000,0.000000
0.938265,0.739287,0.317653,1.002765,1.065151,0.654866,0.790316,0.900911,0.000000,0.000000,0.000000
-0.412985,0.193514,-0.466147,-0.480204,1.065151,-0.490395,-0.102130,-1.017684,1.000000,1.000000,0.000000
0.205029,0.368161,0.631173,0.762151,-0.632632,-1.635656,0.611827,0.661086,0.000000,1.000000,0.000000
0.037432,-0.472329,0.474413,0.226907,0.216259,-0.490395,0.076359,0.421262,1.000000,0.000000,0.000000
-1.114796,-0.767046,0.317653,-0.180664,0.216259,0.654866,-0.191375,-0.058387,1.000000,1.000000,0.000000
-0.831977,-0.570568,-2.033748,0.158160,-0.632632,-0.490395,-0.459109,1.380559,0.000000,0.000000,0.000000
-0.549157,-0.002964,0.474413,0.776882,0.216259,0.654866,0.968805,-0.058387,0.000000,1.000000,0.000000
1.451530,1.732594,0.631173,0.241638,0.216259,-0.490395,0.433337,-0.298211,0.000000,1.000000,0.000000
0.309777,0.673794,0.474413,0.320206,-0.632632,-0.490395,0.076359,0.661086,0.000000,0.000000,0.000000
0.404050,-0.024795,0.787933,0.040308,0.216259,-1.635656,0.076359,-0.058387,0.000000,0.000000,0.000000
-1.167170,-1.694860,0.317653,-2.287267,-1.481523,1.800128,-2.065512,-1.497333,0.000000,0.000000,0.000000
-1.617587,-0.974440,0.317653,-0.219948,1.065151,-0.490395,-0.012886,-0.538035,1.000000,1.000000,0.000000
1.692450,1.765340,0.474413,1.498725,0.216259,1.800128,1.504273,0.661086,0.000000,0.000000,0.000000
1.493429,1.983649,0.317653,0.747419,1.065151,0.654866,0.254848,1.380559,0.000000,1.000000,0.000000
0.383100,0.531893,0.631173,-1.192226,-0.632632,-0.490395,-1.530045,0.181438,0.000000,0.000000,0.000000
0.718294,0.510062,0.474413,2.127268,1.914042,0.654866,2.039741,1.140735,0.000000,1.000000,0.000000
-0.465359,-0.133950,0.787933,1.871923,1.065151,-0.490395,1.504273,1.620384,0.000000,1.000000,1.000000
0.917315,0.324500,0.631173,0.536268,-0.632632,-0.490395,0.790316,-0.298211,0.000000,1.000000,0.000000
1.640076,1.034004,-0.309387,-1.133300,-0.632632,-0.490395,-0.102130,-2.696455,1.000000,1.000000,0.000000
1.482954,1.132244,0.317653,-0.951612,-1.481523,0.654866,-1.351555,0.421262,0.000000,0.000000,0.000000
-0.224438,0.248091,0.631173,0.413506,0.216259,-0.490395,0.076359,0.900911,0.000000,0.000000,0.000000
0.142180,-0.472329,-0.466147,1.297395,1.065151,0.654866,1.147295,0.900911,0.000000,0.000000,0.000000
-1.366192,-1.378312,0.474413,1.925938,1.914042,0.654866,1.682762,1.380559,0.000000,1.000000,0.000000
0.006007,0.040698,0.474413,0.334938,-0.632632,-0.490395,0.433337,-0.058387,0.000000,1.000000,0.000000
-0.957674,-1.542044,0.317653,-1.968084,1.065151,-0.490395,-2.244002,-0.298211,0.000000,1.000000,2.000000
0.990639,1.306891,-2.190508,-0.224859,0.216259,-0.490395,0.433337,-1.497333,0.000000,1.000000,0.000000
-0.454884,0.007951,-2.347268,0.442969,0.216259,0.654866,0.790316,-0.538035,1.000000,0.000000,0.000000
0.498323,0.204430,0.160893,-0.602967,-0.632632,-0.490395,-0.816087,0.181438,0.000000,0.000000,0.000000
-0.748178,-1.116341,-0.309387,-0.332890,-1.481523,0.654866,0.076359,-1.017684,0.000000,1.000000,0.000000
0.508798,0.575555,0.631173,0.575552,0.216259,0.654866,0.611827,0.181438,0.000000,1.000000,0.000000
0.341201,0.051613,0.631173,-0.774834,-0.632632,-0.490395,-0.459109,-1.017684,0.000000,0.000000,0.000000
-2.214650,-2.349788,0.317653,-2.002458,0.216259,-2.780917,-2.511736,0.181438,0.000000,0.000000,2.000000
0.812567,0.597386,0.317653,0.521537,1.065151,-0.490395,0.433337,0.421262,0.000000,0.000000,1.000000
-0.622481,-0.908947,0.631173,0.590283,-0.632632,0.654866,0.968805,-0.538035,0.000000,1.000000,1.000000
0.016482,-0.199442,0.474413,-0.308337,-0.632632,1.800128,-0.459109,0.181438,0.000000,0.000000,0.000000
0.760193,0.903019,0.631173,0.747419,0.216259,0.654866,0.254848,1.380559,0.000000,0.000000,0.000000
-1.010048,-0.483244,0.631173,1.724608,1.065151,1.800128,1.325784,1.620384,0.000000,0.000000,0.000000
-2.476520,-0.002964,-2.504028,-1.128390,-0.632632,-1.635656,-0.548354,-1.737157,1.000000,0.000000,0.000000
0.100281,0.313584,0.631173,-0.362353,1.065151,-0.490395,-0.637598,0.421262,0.000000,0.000000,0.000000
-0.004468,-0.002964,0.631173,0.334938,1.914042,-0.490395,0.433337,-0.058387,0.000000,0.000000,0.000000
1.315357,-0.002964,0.160893,1.405426,0.216259,1.800128,1.504273,0.421262,0.000000,1.000000,0.000000
0.288827,-0.002964,-3.444588,-1.177495,-1.481523,0.654866,-1.173066,-0.538035,0.000000,1.000000,0.000000
-2.738390,-1.913169,0.317653,0.079592,-0.632632,-1.635656,-0.102130,0.421262,0.000000,1.000000,0.000000
0.980164,1.012174,0.474413,-0.308337,0.216259,0.654866,-0.459109,0.181438,0.000000,0.000000,0.000000
-1.030998,-1.542044,0.160893,-0.990896,-0.632632,-1.635656,-1.173066,-0.058387,0.000000,1.000000,1.000000
0.896365,0.455485,-0.779667,1.228648,0.216259,-1.635656,0.611827,1.860208,0.000000,0.000000,0.000000
0.812567,-0.177611,0.474413,-0.440921,1.065151,0.654866,-0.280620,-0.538035,0.000000,1.000000,1.000000
0.079331,-0.188527,-0.622907,-0.097186,1.065151,0.654866,-0.994577,1.860208,0.000000,1.000000,0.000000
0.341201,-0.254020,0.160893,0.271101,0.216259,0.654866,1.147295,-1.737157,0.000000,1.000000,0.000000
-0.004468,-0.002964,0.317653,-1.752023,-2.330415,0.654866,-1.530045,-1.257508,0.000000,0.000000,0.000000
0.309777,-0.002964,0.631173,0.079592,1.065151,0.654866,-0.102130,0.421262,0.000000,1.000000,0.000000
-0.591056,-0.439582,0.474413,0.163070,-0.632632,0.654866,0.790316,-1.257508,0.000000,1.000000,0.000000
-0.004468,-0.002964,0.631173,0.629567,-0.632632,-0.490395,0.790316,-0.058387,0.000000,0.000000,0.000000
0.529747,0.368161,-0.152627,0.870182,0.216259,-1.635656,0.968805,0.181438,0.000000,0.000000,0.000000
-1.240494,-1.683945,0.317653,-1.197137,-1.481523,1.800128,-1.083821,-0.777860,0.000000,1.000000,0.000000
0.246928,0.564640,-1.563468,-0.480204,-1.481523,1.800128,-0.102130,-1.017684,0.000000,1.000000,0.000000
1.839097,2.234705,0.631173,0.855450,-0.632632,-1.635656,0.611827,0.900911,0.000000,1.000000,0.000000
-0.182539,0.815695,0.631173,-0.573504,-0.632632,-0.490395,-0.102130,-1.257508,0.000000,1.000000,0.000000
1.378206,1.579777,0.474413,-1.059643,-0.632632,-1.635656,-1.708534,0.900911,0.000000,0.000000,1.000000
0.917315,1.339637,0.474413,0.374222,0.216259,0.654866,0.254848,0.421262,0.000000,1.000000,0.000000
-1.376666,-0.941694,0.474413,-0.715908,-0.632632,0.654866,-0.726843,-0.298211,0.000000,1.000000,0.000000
-0.852926,-1.498382,-0.622907,0.310385,-0.632632,-0.490395,0.968805,-1.257508,0.000000,1.000000,0.000000
0.739243,-0.243104,-0.152627,-0.440921,-0.632632,0.654866,-0.280620,-0.538035,0.000000,0.000000,0.000000
-1.732810,-2.065986,0.474413,1.096064,0.216259,0.654866,0.790316,1.140735,0.000000,1.000000,0.000000
0.864941,0.389992,-0.779667,-0.013707,-0.632632,-0.490395,-0.102130,0.181438,0.000000,1.000000,0.000000
-2.507945,-0.002964,-1.093187,-2.964915,-2.330415,0.654866,-3.225693,-0.777860,0.000000,0.000000,2.000000
0.100281,0.510062,-2.033748,0.001024,0.216259,-0.490395,0.254848,-0.538035,0.000000,0.000000,0.000000
1.734349,-0.166696,0.631173,0.560820,0.216259,0.654866,0.254848,0.900911,0.000000,0.000000,0.000000
0.508798,0.597386,-0.466147,-1.884606,-2.330415,-0.490395,-1.351555,-1.976982,0.000000,0.000000,2.000000
0.634495,0.815695,0.631173,-1.506498,-0.632632,0.654866,-1.797778,-0.058387,0.000000,0.000000,0.000000
0.404050,0.717456,-0.309387,-1.383736,-1.481523,0.654866,-1.083821,-1.257508,0.000000,0.000000,0.000000
-2.120377,-0.002964,0.317653,-1.310078,-0.632632,-2.780917,-0.994577,-1.257508,0.000000,0.000000,0.000000
-3.775396,-0.002964,0.317653,-2.272535,-0.632632,-0.490395,-1.708534,-2.216806,1.000000,1.000000,2.000000
-0.004468,-0.002964,0.004133,-1.349362,-1.481523,0.654866,-0.816087,-1.737157,0.000000,1.000000,0.000000
1.043013,0.739287,0.631173,0.816166,1.065151,1.800128,0.790316,0.421262,0.000000,1.000000,0.000000
-0.077791,-0.002964,0.631173,1.739339,1.914042,-0.490395,1.682762,0.900911,0.000000,0.000000,0.000000
0.665920,0.204430,0.160893,1.979954,0.216259,-0.490395,1.861252,1.140735,0.000000,1.000000,0.000000
-0.276812,-0.002964,-0.152627,0.001024,0.216259,0.654866,0.254848,-0.538035,0.000000,0.000000,0.000000
0.927790,1.230483,0.474413,1.925938,1.065151,-0.490395,1.682762,1.380559,0.000000,1.000000,0.000000
-0.486308,-0.712469,0.474413,0.776882,-0.632632,1.800128,0.968805,-0.058387,0.000000,1.000000,0.000000
-1.062422,-0.952609,0.631173,1.056780,0.216259,1.800128,0.968805,0.661086,0.000000,1.000000,0.000000
-0.004468,-0.002964,0.631173,-0.146291,-0.632632,1.800128,0.076359,-0.538035,0.000000,1.000000,0.000000
0.770668,0.411823,-0.622907,-0.981075,-0.632632,1.800128,-0.369864,-1.737157,0.000000,1.000000,0.000000
-0.517733,-1.443805,-1.720228,-2.419850,-1.481523,-1.635656,-1.887023,-2.216806,1.000000,0.000000,2.000000
0.802092,0.728372,0.160893,-0.146291,-0.632632,-1.635656,0.076359,-0.538035,0.000000,1.000000,0.000000
0.445949,0.619217,-2.190508,0.575552,1.065151,-0.490395,0.611827,0.181438,0.000000,0.000000,0.000000
2.048593,1.612524,0.004133,1.552740,1.914042,-0.490395,1.682762,0.421262,0.000000,1.000000,0.000000
-0.632956,0.226261,-0.622907,0.069771,0.216259,0.654866,0.790316,-1.497333,0.000000,1.000000,0.000000
0.267877,0.772033,0.631173,-0.440921,-0.632632,0.654866,-0.280620,-0.538035,0.000000,1.000000,0.000000
-0.423460,-0.668807,0.474413,-0.254322,-0.632632,-0.490395,-0.280620,-0.058387,0.000000,0.000000,0.000000
-0.653905,-0.712469,0.631173,1.538009,0.216259,0.654866,1.325784,1.140735,0.000000,0.000000,0.000000
1.996219,2.376606,-1.093187,0.693404,0.216259,-1.635656,0.076359,1.620384,0.000000,0.000000,0.000000
-1.062422,-0.461413,0.631173,1.056780,1.065151,0.654866,0.968805,0.661086,0.000000,0.000000,0.000000
-0.454884,-1.356481,0.474413,-1.403378,-0.632632,-0.490395,-0.994577,-1.497333,0.000000,1.000000,0.000000
1.723875,1.688932,0.160893,0.747419,1.065151,0.654866,0.254848,1.380559,0.000000,1.000000,0.000000
-0.371086,-0.144865,0.004133,-0.740461,-0.632632,0.654866,-0.191375,-1.497333,0.000000,1.000000,0.000000
2.320938,2.365690,0.004133,-0.318158,-0.632632,0.654866,0.433337,-1.737157,0.000000,1.000000,0.000000
-0.329186,-0.155781,0.474413,1.646040,1.914042,-2.780917,1.682762,0.661086,0.000000,0.000000,0.000000
-0.004468,-0.002964,0.474413,0.398774,1.065151,-0.490395,-0.280620,1.620384,0.000000,1.000000,0.000000
-0.004468,-0.002964,0.160893,0.560820,-0.632632,-1.635656,0.254848,0.900911,0.000000,1.000000,0.000000
-1.649011,-1.127256,0.474413,0.629567,1.065151,0.654866,0.790316,-0.058387,0.000000,1.000000,0.000000
0.561172,0.226261,0.631173,-0.386905,0.216259,0.654866,-0.102130,-0.777860,0.000000,0.000000,0.000000
1.032538,0.793864,-0.152627,0.830898,0.216259,-1.635656,1.147295,-0.298211,0.000000,1.000000,1.000000
0.142180,-0.079372,0.317653,0.040308,1.914042,-0.490395,0.076359,-0.058387,0.000000,1.000000,0.000000
0.288827,0.029782,0.474413,0.855450,-0.632632,0.654866,0.611827,0.900911,0.000000,1.000000,0.000000
-1.093847,-1.574790,0.474413,-0.951612,0.216259,-0.490395,-1.351555,0.421262,0.000000,0.000000,1.000000
-0.004468,-0.002964,-0.936427,-1.752023,-0.632632,0.654866,-1.530045,-1.257508,1.000000,1.000000,1.000000
-0.444409,-1.509297,0.160893,-0.681535,-0.632632,0.654866,-0.459109,-0.777860,0.000000,0.000000,0.000000
-1.607112,-1.389227,-0.309387,0.668851,-0.632632,-0.490395,0.611827,0.421262,0.000000,1.000000,0.000000
0.351676,-0.002964,0.787933,1.832639,1.065151,0.654866,1.682762,1.140735,0.000000,0.000000,0.000000
-0.245388,0.029782,0.317653,-0.264143,-0.632632,0.654866,0.611827,-1.976982,0.000000,0.000000,0.000000
-1.628062,-0.898032,-0.466147,1.164811,1.914042,-0.490395,1.325784,0.181438,0.000000,0.000000,0.000000
0.477373,-0.734300,0.160893,-1.418109,-0.632632,0.654866,-1.351555,-0.777860,0.000000,1.000000,0.000000
0.435474,0.761118,0.160893,1.204095,0.216259,0.654866,1.147295,0.661086,0.000000,1.000000,0.000000
0.927790,0.477316,0.474413,-0.774834,-0.632632,-0.490395,-0.459109,-1.017684,0.000000,1.000000,0.000000
0.257403,0.389992,0.317653,0.791614,0.216259,-0.490395,1.325784,-0.777860,0.000000,1.000000,0.000000
-0.004468,-0.002964,1.101453,1.282663,1.914042,-0.490395,0.790316,1.620384,0.000000,0.000000,0.000000
-0.622481,-0.046626,0.631173,0.816166,1.065151,0.654866,0.790316,0.421262,0.000000,1.000000,0.000000
0.980164,0.029782,0.474413,-0.175754,0.216259,-0.490395,-0.637598,0.900911,0.000000,0.000000,0.000000
-0.695804,-1.094510,0.160893,-1.565424,1.065151,0.654866,-1.530045,-0.777860,0.000000,0.000000,1.000000
0.823042,-0.002964,0.631173,1.297395,1.914042,-0.490395,1.147295,0.900911,0.000000,1.000000,0.000000
0.173604,0.248091,-0.779667,-2.434582,-2.330415,1.800128,-2.244002,-1.497333,0.000000,1.000000,0.000000
-0.371086,-0.068457,-0.936427,0.172891,-0.632632,-0.490395,-0.102130,0.661086,0.000000,1.000000,0.000000
-0.308237,-0.286766,-2.974308,0.118876,-0.632632,0.654866,-0.280620,0.900911,0.000000,0.000000,0.000000
1.472479,2.136466,0.631173,-0.386905,-0.632632,0.654866,-0.102130,-0.777860,0.000000,1.000000,0.000000
1.985745,2.136466,0.474413,0.359490,0.216259,0.654866,-0.102130,1.140735,0.000000,0.000000,0.000000
0.236453,-0.002964,-0.466147,-0.715908,-0.632632,-0.490395,-0.726843,-0.298211,0.000000,0.000000,1.000000
0.121230,0.477316,0.631173,-0.858313,0.216259,-0.490395,-1.351555,0.661086,0.000000,1.000000,0.000000
0.215503,-0.254020,-0.309387,0.629567,-0.632632,0.654866,0.790316,-0.058387,0.000000,0.000000,0.000000
1.325832,1.721678,0.631173,-0.052991,-0.632632,-0.490395,0.076359,-0.298211,0.000000,1.000000,1.000000
-0.004468,-0.002964,-1.249947,0.251459,-0.632632,-1.635656,-0.459109,1.620384,0.000000,1.000000,0.000000
1.608652,-0.363174,-0.309387,-1.133300,-0.632632,1.800128,-1.797778,0.900911,1.000000,0.000000,0.000000
0.341201,1.426961,0.474413,0.948750,1.065151,-1.635656,0.611827,1.140735,0.000000,0.000000,0.000000
0.068856,1.034004,0.317653,-0.347621,-0.632632,0.654866,-0.280620,-0.298211,0.000000,0.000000,0.000000
-0.852926,-0.963524,0.317653,0.094323,0.216259,-0.490395,0.254848,-0.298211,0.000000,1.000000,0.000000
1.210609,1.372384,-0.152627,-0.200306,-0.632632,-0.490395,-0.102130,-0.298211,0.000000,1.000000,0.000000
0.498323,1.164990,0.474413,1.056780,1.914042,0.654866,0.968805,0.661086,0.000000,0.000000,0.000000
0.058381,-0.046626,0.474413,-0.853402,-0.632632,1.800128,-0.102130,-1.976982,0.000000,1.000000,0.000000
-0.140640,-0.461413,0.474413,0.629567,-0.632632,1.800128,0.790316,-0.058387,0.000000,1.000000,0.000000
-0.035892,-0.286766,0.160893,-0.504757,-0.632632,1.800128,0.433337,-2.216806,0.000000,1.000000,0.000000
0.068856,0.029782,0.474413,-1.344452,-1.481523,0.654866,-1.262311,-0.777860,0.000000,1.000000,0.000000
-1.701385,-2.327957,0.474413,-2.105578,-1.481523,-0.490395,-2.297548,-0.538035,0.000000,0.000000,2.000000
